-179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.00000000 ,   0.00000000 
  0.00000000 ,   0.04940702 
  0.00034720 ,   0.04696727 
  0.00069441 ,   0.04763716 
  0.00104161 ,   0.04528012 
  0.00138882 ,   0.04576807 
  0.00173602 ,   0.04513125 
  0.00208323 ,   0.04270804 
  0.00243043 ,   0.03958185 
  0.00277764 ,   0.03837438 
  0.00312484 ,   0.03907736 
  0.00347205 ,   0.03981342 
  0.00381925 ,   0.03841573 
  0.00416646 ,   0.03347007 
  0.00451366 ,   0.03227087 
  0.00486087 ,   0.03176638 
  0.00520807 ,   0.03133632 
  0.00555528 ,   0.03260995 
  0.00590248 ,   0.03062507 
  0.00624968 ,   0.03082356 
  0.00659689 ,   0.02903717 
  0.00694409 ,   0.02622525 
  0.00729130 ,   0.02514184 
  0.00763850 ,   0.02173446 
  0.00798571 ,   0.01988190 
  0.00833291 ,   0.01786394 
  0.00868012 ,   0.01729328 
  0.00902732 ,   0.01488661 
  0.00937453 ,   0.01351374 
  0.00972173 ,   0.01235589 
  0.01006894 ,   0.01054468 
  0.01041614 ,   0.00884099 
  0.01076335 ,   0.00836131 
  0.01111055 ,   0.00747639 
  0.01145776 ,   0.00710422 
  0.01180496 ,   0.00570654 
  0.01215216 ,   0.00404420 
  0.01249937 ,   0.00363068 
  0.01284657 ,   0.00225780 
  0.01319378 ,   0.00122401 
  0.01354098 ,   0.00086839 
  0.01388819 ,   0.00076914 
  0.01423539 ,   0.00017368 
  0.01458260 ,   0.00000000 
  0.01492980 ,   0.00000000 
  0.01527701 ,   0.00000000 
  0.01562421 ,   0.00000000 
  0.01597142 ,   0.00000000 
  0.01631862 ,   0.00000000 
  0.01666583 ,   0.00000000 
  0.01701303 ,   0.00000000 
  0.01736024 ,   0.00000000 
  0.01770744 ,   0.00000000 
  0.01805464 ,   0.00000000 
